Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source
synthetic,4,Sometimes / أحياناً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Morning / الصباح,My room / غرفتي,Limited / محدودة,7–8h,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,Quite often / غالباً,"No, never / لا، أبداً",Never / أبداً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,1–2h,Often / غالباً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,2–3 times / 2-3 مرات,A little anxious / قليلاً قلق,Not really / ليس تماماً,Yes / نعم,Hands-on / عملي تطبيقي,Not yet / ليس بعد,"No, never / لا، أبداً",بداية الطريق قد تكون صعبة، لكن بالاجتهاد والصبر ستصل لما تتمناه. لا تخف من الأخطاء، فهي جزء من التعلم. نظّم وقتك، اختر أصدقاءً يشجعونك على النجاح، وكن واثقًا من نفسك دائمًا. النجاح لا يأتي بسرعة، بل يأتي لمن يستمر.,synthetic
synthetic,4,Often / غالباً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Late night / منتصف الليل,Library / المكتبة,Active / نشطة,5–6h,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,Always / دائماً,Often / غالباً,Sometimes / أحياناً,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,2–4h,Always / دائماً,Pressure motivates me / الضغط يحفزني,It is my default mode / إنه نمطي الافتراضي,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",No / لا,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably no / ربما لا,Keep goin and never give up ,synthetic
synthetic,3,Rarely / نادراً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Creativity / الإبداع,Less than 1h / أقل من ساعة,Evening / المساء,Café / المقهى,Active / نشطة,7–8h,2,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,"No, never / لا، أبداً",Often / غالباً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,2–4h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Rarely / نادراً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,Never / أبداً,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",Yes / نعم,Visual / بصري,Somewhat / نوعاً ما,Probably no / ربما لا,توكل على الله، كل شيء يمر بسرعة، ولو واجهتك ضغوطات كن متأكدا أنها ستمر و ستفيدك، لا تستسلم، اعمل جاهدا، لاتؤجل عملك، ابني حلما و تذكره كلما يئست ,synthetic
synthetic,3,Often / غالباً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,2–4h,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,7–8h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"Yes, exactly / نعم، تماماً",Rarely / نادراً,Always / دائماً,Often / غالباً,Sometimes yes / أحياناً نعم,Only one friend / صديق/ة واحد/ة فقط,Often / غالباً,Never / أبداً,"No, everyone has challenges / لا، للجميع تحدياته","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Rarely / نادراً,2–4h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,More than 3 times / أكثر من 3 مرات,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",No / لا,Visual / بصري,Not yet / ليس بعد,Probably no / ربما لا,Revise your lessons well and do your homeworks on time! ,synthetic
synthetic,4,Often / غالباً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Problem solving / حل المشكلات,Less than 1h / أقل من ساعة,Evening / المساء,My room / غرفتي,Almost none / شبه معدومة,Less than 5h / أقل من 5 ساعات,2,Family pressure / ضغط عائلي,I ask a classmate / أسأل زميلاً,"No, I am always honest / لا، أنا صريح/صريحة دائماً",Quite often / غالباً,Sometimes / أحياناً,Always / دائماً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",I even hide it from myself / أخفي حتى عن نفسي,Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,4–6h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Only under extreme pressure / فقط تحت ضغط شديد,Once / مرة واحدة,Very anxious / قلق جداً,"Yes, very much / نعم، كثيراً",No / لا,Visual / بصري,No idea / لا فكرة,"Yes, definitely / نعم، بالتأكيد",every one have their path do your best and enjoy it ,synthetic
synthetic,4,Sometimes / أحياناً,Late night / الليل المتأخر,Less than 30 min / أقل من 30 دقيقة,Other / أخرى,2–4h,Afternoon / بعد الظهر,Library / المكتبة,Active / نشطة,Less than 5h / أقل من 5 ساعات,4,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,Sometimes / أحياناً,Never / أبداً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Often / غالباً,4–6h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,"Yes, always / نعم، دائماً",1–2 days / 1-2 يوم,Only under extreme pressure / فقط تحت ضغط شديد,Once / مرة واحدة,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,Not sure / غير متأكد,Do your best and focus on your studies ,synthetic
synthetic,4,Never / أبداً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Time management / إدارة الوقت,Less than 1h / أقل من ساعة,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,7–8h,1,No clear reason / لا سبب واضح,I ignore and pretend to understand / أتجاهل وأتظاهر بالفهم,Rarely / نادراً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Sometimes / أحياناً,Often / غالباً,Rarely / نادراً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,4–6h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Same / نفس الشيء,2–3 times / 2-3 مرات,Very anxious / قلق جداً,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,No idea / لا فكرة,Probably yes / ربما نعم,دائما لا تأجل عمل اليوم إلى الغد,synthetic
synthetic,3,Sometimes / أحياناً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Memory / الحفظ,2–4h,Late night / منتصف الليل,Library / المكتبة,Limited / محدودة,5–6h,4,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,Quite often / غالباً,Rarely / نادراً,Sometimes / أحياناً,It is my usual behavior / إنه سلوكي المعتاد,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Never / أبداً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Often / غالباً,2–4h,Always / دائماً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",انصح نفسك بنفسك فكل شخص لديه حياته و يعرف ما عليه فعله,synthetic
synthetic,1,Often / غالباً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Critical thinking / التفكير النقدي,1–2h,Morning / الصباح,My room / غرفتي,Active / نشطة,Less than 5h / أقل من 5 ساعات,5,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"Yes, exactly / نعم، تماماً","No, never / لا، أبداً",Sometimes / أحياناً,Often / غالباً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Never / أبداً,4–6h,Sometimes / أحياناً,I sometimes miss them / أتجاوزها أحياناً,Rarely / نادراً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",No / لا,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",اختر التخصص الذي تحبه واجتهد فيه 🫶🏻,synthetic
synthetic,4,Sometimes / أحياناً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Other / أخرى,2–4h,Afternoon / بعد الظهر,My room / غرفتي,Active / نشطة,Less than 5h / أقل من 5 ساعات,5,Job market / سوق العمل,I ask a classmate / أسأل زميلاً,Rarely / نادراً,"Yes, exactly / نعم، تماماً",Often / غالباً,Rarely / نادراً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,4–6h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Often / غالباً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Very anxious / قلق جداً,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,استمرّ حتى لو فشلت,synthetic
synthetic,1,Sometimes / أحياناً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Critical thinking / التفكير النقدي,2–4h,Late night / منتصف الليل,School / المدرسة أو الجامعة,Limited / محدودة,7–8h,5,Family pressure / ضغط عائلي,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Often / غالباً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Often / غالباً,Maybe a little / ربما قليلاً,I stay silent / أبقى صامتاً/صامتة,Always / دائماً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Not yet / ليس بعد,"No, never / لا، أبداً",تحديد الوقت المناسب لك في اليوم للدراسة ,synthetic
synthetic,4,Always / دائماً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,1–2h,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,7–8h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Always / دائماً,It is my usual behavior / إنه سلوكي المعتاد,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Often / غالباً,More than 6h / أكثر من 6 ساعات,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Often / غالباً,"Yes, always / نعم، دائماً",1–2 weeks / 1-2 أسابيع,Same / نفس الشيء,Never / أبداً,Overwhelmed / مرهق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",when you feel that you need rest you shoud take some rest cuz thsi is what can maek you go farder ,synthetic
synthetic,3,Rarely / نادراً,Late morning / متأخر الصباح,More than 2 hours / أكثر من ساعتين,Communication / التواصل,More than 4h / أكثر من 4 ساعات,Evening / المساء,School / المدرسة أو الجامعة,Active / نشطة,5–6h,1,Passion / شغف,I ask a classmate / أسأل زميلاً,Often / غالباً,A little / قليلاً,"No, never / لا، أبداً",Never / أبداً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً",Only one friend / صديق/ة واحد/ة فقط,Rarely / نادراً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,4–6h,Often / غالباً,I sometimes miss them / أتجاوزها أحياناً,Sometimes / أحياناً,"No, never / لا، أبداً",3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,Once / مرة واحدة,Very anxious / قلق جداً,"Yes, very much / نعم، كثيراً",Yes / نعم,Listening / سمعي,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,To be honest and confident ,synthetic
synthetic,4,Always / دائماً,Late morning / متأخر الصباح,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,2–4h,Evening / المساء,My room / غرفتي,Limited / محدودة,5–6h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,"Yes, exactly / نعم، تماماً","No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,"No, never / لا، أبداً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Often / غالباً,1–2h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Not really / ليس تماماً,No / لا,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,استمتع بالرحلة ....لا شيء يستحق ,synthetic
synthetic,5,Always / دائماً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,1–2h,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,5–6h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,Quite often / غالباً,Often / غالباً,Often / غالباً,Rarely / نادراً,Often / غالباً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Often / غالباً,2–4h,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,"Yes, always / نعم، دائماً",3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",Learn heavy science things that are realy benifit to you to humain,synthetic
synthetic,3,Always / دائماً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,7–8h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً",Quite often / غالباً,"No, never / لا، أبداً",Rarely / نادراً,Often / غالباً,Often / غالباً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Rarely / نادراً,More than 6h / أكثر من 6 ساعات,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,It is my default mode / إنه نمطي الافتراضي,Rarely / نادراً,3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",No / لا,Hands-on / عملي تطبيقي,Not yet / ليس بعد,Probably yes / ربما نعم,استغل وقتك في تعلم مهارات جديدة وراجع دروسك قبل الامتحانات ابتعد عن الهاتف وحاول ان تعطي ما لديك في الدراسة ,synthetic
synthetic,3,Sometimes / أحياناً,Late morning / متأخر الصباح,Less than 30 min / أقل من 30 دقيقة,Communication / التواصل,1–2h,Evening / المساء,My room / غرفتي,Limited / محدودة,More than 8h / أكثر من 8 ساعات,3,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Sometimes / أحياناً,"Yes, they all seem at ease / نعم، يبدو أنهم جميعاً مرتاحون",I stay silent / أبقى صامتاً/صامتة,Never / أبداً,More than 6h / أكثر من 6 ساعات,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,2–3 times / 2-3 مرات,Overwhelmed / مرهق,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,"No, never / لا، أبداً",do your best,synthetic
synthetic,3,Sometimes / أحياناً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Communication / التواصل,Less than 1h / أقل من ساعة,Morning / الصباح,Library / المكتبة,Limited / محدودة,Less than 5h / أقل من 5 ساعات,4,No clear reason / لا سبب واضح,I ignore and pretend to understand / أتجاهل وأتظاهر بالفهم,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Only one friend / صديق/ة واحد/ة فقط,Sometimes / أحياناً,Never / أبداً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",No / لا,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد", تجنب الغياب ,synthetic
synthetic,1,Often / غالباً,Late morning / متأخر الصباح,1–2 hours / 1-2 ساعة,Critical thinking / التفكير النقدي,1–2h,Afternoon / بعد الظهر,My room / غرفتي,Limited / محدودة,7–8h,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Sometimes / أحياناً,Rarely / نادراً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",I even hide it from myself / أخفي حتى عن نفسي,"Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,Less than 1h / أقل من ساعة,Sometimes / أحياناً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Often / غالباً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,Yes / نعم,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably yes / ربما نعم,اختر هدفك بعناية ,synthetic
synthetic,4,Always / دائماً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Memory / الحفظ,1–2h,Evening / المساء,My room / غرفتي,Limited / محدودة,5–6h,5,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","No, never / لا، أبداً",Sometimes / أحياناً,Maybe a little / ربما قليلاً,"I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Sometimes / أحياناً,1–2h,Often / غالباً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,Same day / نفس اليوم,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,No / لا,Visual / بصري,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,استغل وقتك في تعلم مهارات جديدة وراجع دروسك قبل الامتحانات ابتعد عن الهاتف وحاول ان تعطي ما لديك في الدراسة ,synthetic
